epoch,time,train/box_loss,train/cls_loss,train/dfl_loss,metrics/precision(B),metrics/recall(B),metrics/mAP50(B),metrics/mAP50-95(B),val/box_loss,val/cls_loss,val/dfl_loss,lr/pg0,lr/pg1,lr/pg2
21,43513.8,1.64079,1.68534,1.74111,0.69268,0.64785,0.71541,0.39636,1.7267,1.34973,1.76742,0.000466674,0.000466674,0.000466674
22,43904.7,1.63657,1.69987,1.74456,0.59945,0.72794,0.70566,0.35129,1.76742,1.38946,1.83433,0.000463344,0.000463344,0.000463344
23,44288.4,1.62373,1.61798,1.73619,0.67055,0.68254,0.70237,0.39469,1.67713,1.31099,1.76102,0.000459869,0.000459869,0.000459869
24,44678.8,1.61022,1.64871,1.74328,0.79575,0.64013,0.72252,0.35902,1.87464,1.36279,1.8526,0.000456251,0.000456251,0.000456251
25,45060.5,1.62786,1.70681,1.7604,0.76897,0.59389,0.68176,0.33998,1.90436,1.40733,1.87534,0.000452493,0.000452493,0.000452493
26,45434.9,1.62177,1.6709,1.73527,0.78064,0.58178,0.69108,0.38711,1.67609,1.35591,1.68817,0.000448597,0.000448597,0.000448597
27,45792.2,1.62378,1.61988,1.73914,0.72254,0.67164,0.71218,0.38656,1.69549,1.29947,1.72327,0.000444565,0.000444565,0.000444565
28,46134.5,1.59076,1.57296,1.69999,0.78601,0.637,0.68464,0.37477,1.77676,1.32487,1.79581,0.000440401,0.000440401,0.000440401
29,46467.5,1.5501,1.53143,1.69114,0.77727,0.63168,0.68252,0.36847,1.87091,1.33598,1.87246,0.000436107,0.000436107,0.000436107
30,46779.5,1.62232,1.56638,1.73317,0.83754,0.56408,0.69505,0.39499,1.76595,1.31497,1.76116,0.000431687,0.000431687,0.000431687
31,47077.8,1.61187,1.57835,1.70862,0.7327,0.66684,0.70432,0.37315,1.81997,1.29449,1.78625,0.000427143,0.000427143,0.000427143
32,47376.3,1.60425,1.5686,1.68325,0.76277,0.58769,0.70197,0.39864,1.67908,1.34052,1.74541,0.000422478,0.000422478,0.000422478
33,47681.8,1.58096,1.54904,1.69179,0.74289,0.60836,0.69963,0.39722,1.64733,1.27883,1.69141,0.000417696,0.000417696,0.000417696
34,47983.1,1.5464,1.5254,1.69053,0.72355,0.62813,0.70491,0.41315,1.60529,1.27476,1.68062,0.0004128,0.0004128,0.0004128
35,48283.3,1.51825,1.49773,1.65177,0.79735,0.5695,0.73317,0.43456,1.64711,1.21254,1.67726,0.000407793,0.000407793,0.000407793
36,48580.5,1.57185,1.54104,1.6976,0.74194,0.71739,0.74153,0.41469,1.68379,1.30099,1.70017,0.000402679,0.000402679,0.000402679
37,48881.1,1.56301,1.50775,1.67358,0.70329,0.65451,0.69766,0.39283,1.65661,1.33621,1.65794,0.000397462,0.000397462,0.000397462
38,49250.3,1.50983,1.45673,1.62351,0.79069,0.62849,0.72279,0.40445,1.67424,1.33176,1.70822,0.000392144,0.000392144,0.000392144
39,49635,1.5774,1.5428,1.69075,0.70151,0.73104,0.69833,0.40616,1.60692,1.23269,1.66812,0.000386729,0.000386729,0.000386729
40,50007.3,1.4855,1.37285,1.61051,0.76647,0.649,0.73118,0.4081,1.74046,1.20677,1.73366,0.000381222,0.000381222,0.000381222
41,50383.7,1.50672,1.37785,1.62629,0.76257,0.59126,0.70725,0.41271,1.6772,1.22481,1.69841,0.000375625,0.000375625,0.000375625
42,50759.4,1.50431,1.41514,1.63793,0.63105,0.74039,0.7388,0.41471,1.70368,1.20728,1.7088,0.000369943,0.000369943,0.000369943
43,51101.7,1.44502,1.3439,1.57546,0.75694,0.64807,0.71975,0.44296,1.53328,1.1972,1.59522,0.00036418,0.00036418,0.00036418
44,51406.9,1.53341,1.43896,1.64312,0.71714,0.76168,0.77355,0.45833,1.54669,1.14236,1.58815,0.00035834,0.00035834,0.00035834
45,51704.5,1.44134,1.3772,1.59271,0.85053,0.68161,0.75058,0.45755,1.56842,1.10335,1.60499,0.000352426,0.000352426,0.000352426
46,52005.1,1.48502,1.37229,1.60114,0.72755,0.67365,0.73705,0.45218,1.59809,1.14526,1.61339,0.000346443,0.000346443,0.000346443
47,52302.1,1.47758,1.35232,1.60408,0.73988,0.72886,0.7515,0.45554,1.5461,1.16392,1.58257,0.000340394,0.000340394,0.000340394
48,52600,1.43479,1.29409,1.57404,0.80179,0.65437,0.73954,0.44496,1.59495,1.14395,1.62316,0.000334284,0.000334284,0.000334284
49,52902.8,1.44028,1.25308,1.55865,0.72902,0.73731,0.76298,0.46882,1.51522,1.05448,1.59714,0.000328118,0.000328118,0.000328118
50,53206.9,1.45097,1.27685,1.59874,0.71288,0.74557,0.75062,0.46516,1.51027,1.07065,1.59084,0.000321899,0.000321899,0.000321899
51,53506.6,1.4285,1.23935,1.56805,0.81081,0.65336,0.75191,0.42263,1.73097,1.13445,1.72598,0.000315631,0.000315631,0.000315631
52,53810.1,1.45486,1.30285,1.60843,0.80817,0.67775,0.72595,0.46282,1.49915,1.13271,1.58565,0.00030932,0.00030932,0.00030932
53,54111.4,1.42873,1.31247,1.60231,0.66981,0.70095,0.70505,0.44194,1.49952,1.19596,1.59623,0.000302968,0.000302968,0.000302968
54,54409,1.41946,1.27514,1.55109,0.73064,0.67469,0.72763,0.42747,1.60934,1.24669,1.64396,0.000296581,0.000296581,0.000296581
55,54711.3,1.40317,1.2391,1.56907,0.77352,0.69796,0.72857,0.45891,1.48806,1.10853,1.56978,0.000290163,0.000290163,0.000290163
56,55009.2,1.40942,1.25832,1.56803,0.76558,0.67627,0.72607,0.46672,1.48305,1.09057,1.56539,0.000283718,0.000283718,0.000283718
57,55307.6,1.41136,1.25554,1.58758,0.74252,0.78234,0.77412,0.48616,1.46895,1.04938,1.55875,0.000277251,0.000277251,0.000277251
58,55607.5,1.40847,1.21855,1.54335,0.8612,0.66809,0.78982,0.50362,1.43944,0.99769,1.5213,0.000270767,0.000270767,0.000270767
59,55906,1.42959,1.22977,1.58148,0.84716,0.69909,0.76562,0.49179,1.48307,1.04533,1.55683,0.000264269,0.000264269,0.000264269
60,56206.3,1.41215,1.22926,1.56466,0.66838,0.79475,0.7689,0.48702,1.49209,1.07234,1.5835,0.000257762,0.000257762,0.000257762
61,56509.3,1.40312,1.22348,1.5611,0.81172,0.73496,0.78408,0.48624,1.52331,1.01326,1.59387,0.00025125,0.00025125,0.00025125
62,56814.2,1.36381,1.13179,1.49947,0.78822,0.76594,0.78578,0.50956,1.42585,0.9801,1.51898,0.000244738,0.000244738,0.000244738
63,57113.1,1.36611,1.14192,1.53655,0.70128,0.73185,0.76152,0.43843,1.66817,1.04546,1.67447,0.000238231,0.000238231,0.000238231
64,57415.4,1.40735,1.19643,1.56408,0.71448,0.75329,0.76719,0.47976,1.46591,1.02888,1.5304,0.000231733,0.000231733,0.000231733
65,57715.3,1.36203,1.13231,1.51708,0.70437,0.75389,0.78896,0.51532,1.39372,0.98062,1.4956,0.000225249,0.000225249,0.000225249
66,58014.9,1.35612,1.14937,1.51778,0.68484,0.76524,0.77806,0.48398,1.498,1.05668,1.56076,0.000218782,0.000218782,0.000218782
67,58314.4,1.35575,1.13752,1.49914,0.78986,0.66454,0.75579,0.48948,1.41933,1.02288,1.52091,0.000212337,0.000212337,0.000212337
68,58613.8,1.39806,1.20603,1.5558,0.82288,0.64913,0.75127,0.48486,1.43212,1.05391,1.51666,0.000205919,0.000205919,0.000205919
69,58914.6,1.32585,1.1335,1.51967,0.7338,0.75744,0.76193,0.48426,1.42349,1.07803,1.53396,0.000199532,0.000199532,0.000199532
70,59215.7,1.31944,1.16493,1.50427,0.77404,0.72603,0.76288,0.48512,1.41893,1.05766,1.52762,0.00019318,0.00019318,0.00019318
71,59516.6,1.32719,1.14885,1.49602,0.71728,0.74695,0.78197,0.50005,1.43272,1.06123,1.50508,0.000186869,0.000186869,0.000186869
72,59814.9,1.32446,1.10541,1.4922,0.75344,0.72909,0.78385,0.51375,1.38254,1.00715,1.49179,0.000180601,0.000180601,0.000180601
73,60118.7,1.32493,1.07699,1.4836,0.68574,0.76948,0.78463,0.51043,1.38802,0.9981,1.49509,0.000174382,0.000174382,0.000174382
74,60427.5,1.30829,1.08556,1.49786,0.7117,0.81882,0.7983,0.52,1.36949,0.99404,1.4853,0.000168216,0.000168216,0.000168216
75,60742.2,1.27818,1.02684,1.47068,0.76055,0.79788,0.78929,0.51304,1.38935,1.01369,1.5011,0.000162106,0.000162106,0.000162106
76,61065.9,1.26225,1.00352,1.4331,0.76541,0.7081,0.77818,0.49233,1.39236,1.01674,1.4938,0.000156057,0.000156057,0.000156057
77,61368.3,1.27105,1.04901,1.47663,0.76787,0.7712,0.79131,0.51554,1.35955,0.98401,1.48691,0.000150074,0.000150074,0.000150074
78,61671.9,1.31804,1.08397,1.50195,0.76376,0.75131,0.78287,0.51511,1.37474,0.94532,1.4989,0.00014416,0.00014416,0.00014416
79,61972,1.2323,0.99254,1.42258,0.77414,0.76494,0.77783,0.51055,1.37673,0.97753,1.48684,0.00013832,0.00013832,0.00013832
80,62302.2,1.29009,1.05053,1.47048,0.79767,0.76462,0.7901,0.51904,1.34448,0.94256,1.46188,0.000132557,0.000132557,0.000132557
81,62614.3,1.26211,1.00938,1.47373,0.78324,0.81243,0.79779,0.52405,1.36063,0.97587,1.46576,0.000126875,0.000126875,0.000126875
82,62948.7,1.26591,1.05213,1.45228,0.79524,0.76727,0.78731,0.5168,1.34372,0.97229,1.44317,0.000121278,0.000121278,0.000121278
83,63253.1,1.24604,0.98533,1.41393,0.77604,0.78547,0.79124,0.52806,1.3404,0.97877,1.4441,0.000115771,0.000115771,0.000115771
84,63555.7,1.24636,0.99553,1.43267,0.76212,0.79206,0.78431,0.53176,1.33857,1.00274,1.45599,0.000110356,0.000110356,0.000110356
85,63865.3,1.26048,1.01812,1.4496,0.79685,0.75945,0.78392,0.52524,1.37582,0.97505,1.48827,0.000105038,0.000105038,0.000105038
86,64174.5,1.24302,1.00403,1.42516,0.78801,0.73634,0.7934,0.52625,1.36639,0.9654,1.4796,9.98206e-05,9.98206e-05,9.98206e-05
87,64486.4,1.18279,0.92243,1.38334,0.76126,0.7785,0.78486,0.53492,1.34452,0.94555,1.4725,9.47066e-05,9.47066e-05,9.47066e-05
88,64789.3,1.23465,1.00379,1.4351,0.79008,0.7848,0.79276,0.53542,1.36561,0.9408,1.50367,8.96998e-05,8.96998e-05,8.96998e-05
89,65092.9,1.21682,0.93649,1.40745,0.84359,0.73068,0.80036,0.54152,1.30762,0.94356,1.48291,8.48038e-05,8.48038e-05,8.48038e-05
90,65405.9,1.25329,1.03279,1.44834,0.82829,0.70665,0.79309,0.53733,1.30566,0.98078,1.47359,8.00218e-05,8.00218e-05,8.00218e-05
91,65712.6,1.19486,0.94576,1.39109,0.8535,0.71263,0.7943,0.53271,1.29352,0.9998,1.45531,7.53572e-05,7.53572e-05,7.53572e-05
92,66016.9,1.22377,1.0067,1.44019,0.83535,0.70717,0.78635,0.53131,1.29451,0.99713,1.44897,7.08131e-05,7.08131e-05,7.08131e-05
93,66321.4,1.1997,0.9221,1.4087,0.79857,0.71881,0.78001,0.53389,1.27123,0.99293,1.42531,6.63927e-05,6.63927e-05,6.63927e-05
94,66631.6,1.18193,0.9369,1.39966,0.79697,0.73409,0.77956,0.53974,1.28251,0.99787,1.43862,6.2099e-05,6.2099e-05,6.2099e-05
95,66943.5,1.20661,0.93969,1.39503,0.75973,0.76445,0.78743,0.55165,1.24314,0.98785,1.4156,5.79349e-05,5.79349e-05,5.79349e-05
96,67252.6,1.20645,0.93085,1.4144,0.81788,0.72269,0.78469,0.54476,1.26063,1.00792,1.42039,5.39034e-05,5.39034e-05,5.39034e-05
97,67567.7,1.18311,0.92121,1.39208,0.80448,0.72215,0.78135,0.53994,1.2595,0.97982,1.41118,5.0007e-05,5.0007e-05,5.0007e-05
98,67878.1,1.20247,0.92799,1.40354,0.77499,0.74993,0.78995,0.55265,1.23396,0.96571,1.40053,4.62486e-05,4.62486e-05,4.62486e-05
99,68195.7,1.17792,0.88331,1.38097,0.80746,0.71077,0.78543,0.55702,1.22132,0.98584,1.38986,4.26307e-05,4.26307e-05,4.26307e-05
100,68501.4,1.23277,0.96701,1.42716,0.83836,0.71889,0.78345,0.55173,1.25425,0.97538,1.40743,3.91558e-05,3.91558e-05,3.91558e-05
101,68804.3,1.18648,0.91677,1.40017,0.82768,0.72256,0.78891,0.55683,1.22467,0.97064,1.3909,3.58262e-05,3.58262e-05,3.58262e-05
102,69108,1.17135,0.91531,1.38371,0.83369,0.71381,0.78797,0.55396,1.22949,0.96852,1.39132,3.26442e-05,3.26442e-05,3.26442e-05
103,69417.3,1.17426,0.91086,1.40228,0.82472,0.7243,0.7879,0.54149,1.25119,0.95028,1.40114,2.96121e-05,2.96121e-05,2.96121e-05
104,69721.6,1.20996,0.93979,1.4157,0.76603,0.79402,0.79243,0.5455,1.24533,0.93726,1.39547,2.67319e-05,2.67319e-05,2.67319e-05
105,70029.6,1.19091,0.93433,1.409,0.769,0.79034,0.79067,0.54823,1.23868,0.94936,1.39357,2.40056e-05,2.40056e-05,2.40056e-05
106,70331.6,1.17427,0.93969,1.40208,0.795,0.77625,0.78975,0.54567,1.25262,0.95347,1.39504,2.1435e-05,2.1435e-05,2.1435e-05
107,70632.8,1.21867,0.97179,1.42361,0.79268,0.79457,0.78845,0.54691,1.251,0.96264,1.39621,1.90219e-05,1.90219e-05,1.90219e-05
108,70945.5,1.18239,0.93165,1.40437,0.79273,0.81127,0.78895,0.54903,1.23219,0.9687,1.38474,1.67679e-05,1.67679e-05,1.67679e-05
109,71253.3,1.17796,0.89882,1.38425,0.78748,0.79825,0.78802,0.55185,1.22807,0.98193,1.3872,1.46747e-05,1.46747e-05,1.46747e-05
110,71559.2,1.18554,0.94774,1.40961,0.79563,0.7817,0.78998,0.54675,1.22546,0.98108,1.38788,1.27436e-05,1.27436e-05,1.27436e-05
111,71860.5,0.99681,0.69971,1.30506,0.71881,0.75129,0.77029,0.51981,1.25536,1.01293,1.41166,1.0976e-05,1.0976e-05,1.0976e-05
112,72160,1.0006,0.66765,1.31429,0.73029,0.75279,0.76176,0.51611,1.2592,1.02237,1.41101,9.37298e-06,9.37298e-06,9.37298e-06
113,72458.1,0.96746,0.63126,1.30512,0.73677,0.7326,0.76408,0.52424,1.25667,1.01452,1.4053,7.93578e-06,7.93578e-06,7.93578e-06
114,72762,0.99381,0.63961,1.30452,0.74231,0.76445,0.7678,0.52556,1.25985,0.99214,1.40887,6.66534e-06,6.66534e-06,6.66534e-06
115,73064.4,0.96999,0.63357,1.31776,0.76588,0.75122,0.77008,0.52648,1.27346,0.99159,1.41785,5.56253e-06,5.56253e-06,5.56253e-06
116,73367.4,0.92031,0.57354,1.26448,0.75478,0.765,0.76776,0.52907,1.26234,0.97778,1.41287,4.62809e-06,4.62809e-06,4.62809e-06
117,73674,0.93563,0.58704,1.25635,0.77741,0.71697,0.7601,0.52547,1.26408,0.97802,1.41783,3.86268e-06,3.86268e-06,3.86268e-06
118,73975.4,0.95973,0.57923,1.28614,0.77679,0.72753,0.76864,0.52707,1.25838,0.96939,1.41828,3.26681e-06,3.26681e-06,3.26681e-06
119,74278,0.93047,0.55548,1.27376,0.78721,0.73382,0.77036,0.53016,1.2571,0.96839,1.41728,2.8409e-06,2.8409e-06,2.8409e-06
120,74576.1,0.95659,0.56797,1.30192,0.7245,0.75784,0.76569,0.53154,1.25438,0.97604,1.41499,2.58524e-06,2.58524e-06,2.58524e-06
